Candidate ID,Month of Birth,Year of Birth,Gender,State (Location),10th percentage,12th percentage,10th and 12th Completion Years Diff,Degree of study,Specialization in study,College percentage,English 1,English 2,English 3,English 4,Quantitative Ability 1,Quantitative Ability 2,Quantitative Ability 3,Quantitative Ability 4,Domain Skills 1,Domain Skills 2,Domain Test 3,Domain Test 4,Analytical Skills 1,Analytical Skills 2,Analytical Skills 3,Performance
744,4,4,B,M,0.28224043715847014,0.07526881720430101,2,W,F,0.6512074643249177,0.24528301886792503,0.15789473684210664,0.551515151515152,0.607361963190184,0.2280701754385968,0.55688622754491,0.40782122905027895,0.5950920245398769,0.568627450980392,0.7410071942446039,0.659574468085107,0.8759689922480621,0.6111111111111109,0.8243243243243249,0.34523809523809523,BP
747,7,7,B,M,0.8661202185792352,0.6881720430107525,2,X,G,0.7618002195389681,0.660377358490566,0.605263157894737,0.7939393939393941,0.570552147239264,0.5438596491228065,0.676646706586826,0.620111731843575,0.6809815950920246,0.7843137254901966,0.856115107913669,0.8439716312056741,0.8604651162790704,0.4259259259259256,0.6351351351351354,0.202380952380952,BP
749,12,7,B,N,0.6885245901639347,0.403225806451613,2,X,G,0.37156970362239305,0.584905660377358,0.6315789473684219,0.648484848484849,0.717791411042945,0.6666666666666664,0.616766467065868,0.687150837988827,0.8159509202453983,0.5294117647058819,0.7122302158273379,0.7163120567375888,0.7364341085271325,0.777777777777778,0.878378378378379,0.773809523809524,LP
751,6,6,A,C,0.7240437158469946,0.771505376344086,2,X,G,0.5315587266739847,0.584905660377358,0.4210526315789478,0.745454545454546,0.656441717791411,0.5614035087719295,0.676646706586826,0.664804469273743,0.6441717791411038,0.6862745098039214,0.7122302158273379,0.8297872340425534,0.8759689922480621,0.6296296296296293,0.8243243243243249,0.6547619047619051,BP
752,3,8,A,M,0.5374316939890713,0.5591397849462365,2,X,J,0.508781558726674,0.547169811320755,0.8157894736842108,0.6,0.680981595092025,0.6140350877192985,0.6886227544910181,0.743016759776536,0.8159509202453983,0.6862745098039214,0.827338129496403,0.8014184397163121,0.7984496124031009,0.666666666666667,0.8513513513513515,0.44047619047619074,BP
753,8,8,A,C,0.8106557377049182,1.0,2,X,G,0.9135565312843028,0.320754716981132,0.026315789473684736,0.551515151515152,0.644171779141104,0.4736842105263156,0.616766467065868,0.653631284916201,0.6073619631901842,0.5882352941176471,0.7410071942446039,0.702127659574468,0.8294573643410857,0.5555555555555559,0.9054054054054054,0.3214285714285719,BP
758,12,7,A,N,0.6338797814207653,0.7212365591397849,2,X,G,0.17453347969264543,0.679245283018868,0.5789473684210524,0.7818181818181821,0.717791411042945,0.47192982456140337,0.6886227544910181,0.720670391061452,0.5950920245398769,0.3921568627450976,0.7122302158273379,0.5460992907801423,0.7054263565891479,0.7407407407407404,0.9054054054054054,0.6547619047619051,MP
760,1,7,A,M,0.5081967213114753,0.5268817204301071,2,X,J,0.4621295279912183,0.47169811320754695,0.36842105263158054,0.721212121212121,0.644171779141104,0.6666666666666664,0.760479041916168,0.743016759776536,0.7546012269938651,0.7254901960784313,0.7122302158273379,0.9858156028368792,0.7364341085271325,0.6481481481481476,0.878378378378379,0.5357142857142863,BP
761,11,7,B,M,0.43715846994535523,0.30645161290322576,2,X,J,0.4956092206366629,0.377358490566038,0.44736842105263275,0.587878787878788,0.582822085889571,0.3333333333333337,0.55688622754491,0.541899441340782,0.5582822085889572,0.31372549019607837,0.568345323741007,0.6028368794326241,0.6279069767441866,0.5925925925925927,0.7432432432432433,0.46428571428571414,MP
763,9,7,A,N,0.43715846994535523,0.618279569892473,2,X,J,0.3304061470911088,0.39622641509434,0.26315789473684337,0.696969696969697,0.582822085889571,0.4736842105263156,0.6047904191616771,0.620111731843575,0.7423312883435578,0.5294117647058819,0.7697841726618709,0.46099290780141905,0.9224806201550386,0.8148148148148147,0.8513513513513515,0.6547619047619051,BP
764,5,6,B,N,0.6284153005464481,0.32258064516129026,2,X,G,0.4182217343578487,0.509433962264151,0.605263157894737,0.624242424242424,0.680981595092025,0.5087719298245615,0.616766467065868,0.620111731843575,0.5582822085889572,0.3333333333333334,0.568345323741007,0.43262411347517765,0.8139534883720938,0.6481481481481476,0.608108108108109,0.6547619047619051,MP
766,8,8,B,M,0.5792349726775958,0.5053763440860215,2,X,G,0.5367727771679471,0.320754716981132,0.10526315789473695,0.6,0.607361963190184,0.26315789473684176,0.532934131736527,0.47486033519553095,0.5460122699386499,0.5098039215686279,0.5395683453237411,0.8297872340425534,0.7984496124031009,0.5925925925925927,0.8243243243243249,0.6785714285714285,BP
767,10,7,A,N,0.2841530054644812,0.1524193548387096,2,X,G,0.06860592755214068,0.490566037735849,0.26315789473684337,0.648484848484849,0.7055214723926381,0.31578947368421073,0.389221556886228,0.620111731843575,0.5582822085889572,0.15686274509803905,0.410071942446043,0.560283687943263,0.6279069767441866,0.6111111111111109,0.770270270270271,0.46428571428571414,LP
768,7,8,A,M,0.8306010928961753,0.7204301075268815,2,X,G,0.6418770581778264,0.641509433962264,0.36842105263158054,0.7575757575757579,0.656441717791411,0.6315789473684215,0.760479041916168,0.731843575418994,0.7055214723926381,0.8627450980392157,0.9856115107913671,0.8156028368794328,0.891472868217054,0.8333333333333329,0.5810810810810814,0.7499999999999996,BP
772,4,7,A,M,0.34426229508196715,0.23118279569892453,2,X,G,0.46761800219538974,0.318867924528302,0.23684210526315863,0.478787878787879,0.754601226993865,0.5964912280701754,0.7485029940119761,0.675977653631285,0.6687116564417174,0.2156862745098042,0.424460431654676,0.6737588652482277,0.6279069767441866,0.6481481481481476,0.878378378378379,0.6071428571428573,BP
773,7,7,A,M,0.30601092896174875,0.41935483870967705,2,X,G,0.14077936333699248,0.283018867924528,0.5000000000000002,0.575757575757576,0.533742331288344,0.5438596491228065,0.6646706586826351,0.53072625698324,0.7791411042944787,0.7450980392156865,0.7985611510791369,0.9290780141843975,0.7209302325581396,0.5925925925925927,0.5540540540540548,0.7261904761904762,BP
774,9,7,B,M,0.8907103825136611,0.893817204301075,2,X,G,0.6888035126234906,0.566037735849057,0.6842105263157892,0.551515151515152,0.742331288343558,0.6140350877192985,0.6886227544910181,0.687150837988827,0.7300613496932516,0.568627450980392,0.784172661870504,0.7304964539007095,0.7054263565891479,0.7962962962962963,0.932432432432433,0.7023809523809529,BP
775,9,3,B,M,0.37814207650273257,0.026881720430107503,5,W,F,0.6254116355653128,0.490566037735849,0.5789473684210524,0.587878787878788,0.656441717791411,0.3508771929824557,0.6407185628742521,0.45251396648044695,0.6441717791411038,0.49019607843137286,0.697841726618705,0.6879432624113473,0.7519379844961243,0.5740740740740743,0.6891891891891895,0.6071428571428573,BP
777,9,6,B,M,0.7423497267759567,0.618279569892473,2,X,J,0.5279912184412734,0.69811320754717,0.44736842105263275,0.527272727272727,0.901840490797546,0.7894736842105263,0.856287425149701,0.564245810055866,0.6196319018404904,0.5098039215686279,0.7410071942446039,0.6170212765957448,0.9224806201550386,0.777777777777778,0.5270270270270274,0.773809523809524,BP
779,1,7,A,C,0.5737704918032787,0.887096774193548,2,X,G,0.44511525795828777,0.358490566037736,0.36842105263158054,0.575757575757576,0.582822085889571,0.31578947368421073,0.6646706586826351,0.5195530726256979,0.5582822085889572,0.549019607843137,0.8705035971223021,0.6737588652482277,0.6744186046511631,0.6481481481481476,0.878378378378379,0.7499999999999996,BP
782,4,7,A,E,0.7387978142076506,0.640591397849462,2,X,G,0.570252469813392,0.47169811320754695,0.8684210526315783,0.7333333333333331,0.595092024539877,0.6842105263157894,0.6646706586826351,0.743016759776536,0.7914110429447848,0.921568627450981,1.0,0.7872340425531924,0.9534883720930235,0.777777777777778,0.932432432432433,0.5833333333333329,BP
784,9,6,A,N,0.5027322404371586,0.5599462365591394,2,X,G,0.1877058177826565,0.490566037735849,0.15789473684210664,0.745454545454546,0.693251533742331,0.7017543859649124,0.8083832335329341,0.575418994413408,0.7177914110429444,0.6078431372549022,0.755395683453237,0.702127659574468,0.8759689922480621,0.8888888888888888,0.6891891891891895,0.7261904761904762,BP
785,2,8,A,N,0.7685792349726777,0.846774193548387,2,X,G,0.3153128430296379,0.660377358490566,0.5263157894736847,0.587878787878788,0.7055214723926381,0.6666666666666664,0.880239520958084,0.731843575418994,0.8404907975460119,0.8039215686274505,0.8129496402877701,0.8581560283687949,0.9534883720930235,0.9074074074074072,0.878378378378379,0.8214285714285717,BP
794,12,8,A,M,0.09289617486338808,0.5806451612903221,2,X,G,0.4925905598243687,0.566037735849057,0.47368421052631526,0.648484848484849,0.7300613496932521,0.7719298245614034,0.832335329341317,0.642458100558659,0.8527607361963191,0.7058823529411763,0.8129496402877701,0.702127659574468,0.891472868217054,0.7037037037037035,0.5270270270270274,0.7023809523809529,BP
795,5,7,B,M,0.3005464480874318,0.456989247311828,2,X,G,0.43743139407244813,0.207547169811321,0.13157894736842168,0.612121212121212,0.460122699386503,0.31578947368421073,0.497005988023952,0.620111731843575,0.5705521472392634,0.4705882352941178,0.640287769784173,0.7872340425531924,0.6589147286821713,0.9074074074074072,0.7972972972972975,0.7261904761904762,BP
800,5,7,B,N,0.557377049180328,0.5241935483870965,2,X,J,0.2928100987925355,0.8113207547169811,0.6578947368421044,0.878787878787879,0.803680981595092,0.5245614035087723,0.6646706586826351,0.664804469273743,0.5950920245398769,0.41176470588235264,0.7985611510791369,0.659574468085107,0.5968992248062018,0.8888888888888888,0.878378378378379,0.4880952380952385,BP
801,5,5,A,M,0.6092896174863389,0.543010752688172,2,X,J,0.5214050493962679,0.8113207547169811,0.8684210526315783,0.6,0.9141104294478529,0.6666666666666664,0.772455089820359,0.832402234636871,0.8650306748466253,0.6274509803921572,0.654676258992806,0.7304964539007095,0.9534883720930235,0.944444444444444,0.932432432432433,0.7976190476190473,MP
802,11,7,B,N,0.7939890710382516,0.4212365591397851,2,X,J,0.012349066959385313,0.339622641509434,0.4210526315789478,0.539393939393939,0.595092024539877,0.5070175438596494,0.676646706586826,0.564245810055866,0.6932515337423308,0.2156862745098042,0.496402877697842,0.47517730496453875,0.6434108527131783,0.3703703703703707,0.6351351351351354,0.41666666666666635,LP
803,6,8,B,C,0.737704918032787,0.717741935483871,2,X,G,0.3962678375411637,0.39622641509434,0.5789473684210524,0.527272727272727,0.693251533742331,0.4210526315789476,0.616766467065868,0.58659217877095,0.5460122699386499,0.31372549019607837,0.496402877697842,0.560283687943263,0.8294573643410857,0.6611550127713919,0.9054054054054054,0.3214285714285719,LP
806,4,7,A,M,0.6174863387978142,0.4086021505376345,2,X,G,0.6092206366630075,0.339622641509434,0.2105263157894739,0.575757575757576,0.607361963190184,0.5614035087719295,0.7245508982035931,0.720670391061452,0.8036809815950922,0.7843137254901966,0.827338129496403,0.900709219858156,0.8139534883720938,0.7407407407407404,0.770270270270271,0.6785714285714285,BP
807,8,5,A,M,0.7740437158469948,0.7903225806451615,2,X,G,0.5894621295279914,0.377358490566038,0.5789473684210524,0.648484848484849,0.496932515337423,0.6842105263157894,0.736526946107784,0.743016759776536,0.8159509202453983,0.6470588235294124,0.669064748201439,0.8581560283687949,0.8294573643410857,0.8333333333333329,0.8243243243243249,0.6309523809523807,BP
809,3,6,A,M,0.7595628415300548,0.6236559139784945,2,X,G,0.28402854006586176,0.660377358490566,0.6842105263157892,0.612121212121212,0.803680981595092,0.6140350877192985,0.760479041916168,0.631284916201117,0.5950920245398769,0.6078431372549022,0.726618705035971,0.8581560283687949,0.6124031007751937,0.6648148148148149,0.8243243243243249,0.5119047619047619,BP
810,8,8,B,K,0.7103825136612025,0.575268817204301,2,X,J,0.6020856201975853,0.358490566037736,0.026315789473684736,0.515151515151515,0.754601226993865,0.4736842105263156,0.6287425149700601,0.564245810055866,0.6073619631901842,0.7843137254901966,0.8992805755395691,0.8014184397163121,0.8449612403100775,0.388888888888889,0.2837837837837837,0.41666666666666635,BP
811,9,7,A,S,0.6830601092896176,0.564516129032258,2,X,G,0.17453347969264543,0.849056603773585,0.8157894736842108,0.903030303030303,0.631901840490798,0.6842105263157894,0.8083832335329341,0.564245810055866,0.8404907975460119,0.5098039215686279,0.7697841726618709,0.6312056737588656,0.7519379844961243,0.7592592592592596,0.8513513513513515,0.6785714285714285,MP
818,8,6,B,M,0.7103825136612025,0.768817204301075,2,X,G,0.666575192096597,0.377358490566038,0.2894736842105261,0.6606060606060611,0.595092024539877,0.48947368421052634,0.70059880239521,0.631284916201117,0.7055214723926381,0.6078431372549022,0.8417266187050361,0.7872340425531924,0.6434108527131783,0.5555555555555559,0.5810810810810814,0.4880952380952385,BP
819,6,6,A,M,0.7978142076502737,0.71505376344086,2,X,G,0.360867178924259,0.45283018867924496,0.36842105263158054,0.6606060606060611,0.595092024539877,0.6491228070175434,0.7245508982035931,0.664804469273743,0.8036809815950922,0.9411764705882347,0.8705035971223021,0.9148936170212768,0.9999999999999999,0.6296296296296293,0.5540540540540548,0.5595238095238095,BP
822,12,7,A,M,0.7158469945355193,0.3037634408602148,2,X,G,0.5965971459934141,0.547169811320755,0.44736842105263275,0.575757575757576,0.7914110429447849,0.4210526315789476,0.652694610778443,0.620111731843575,0.6196319018404904,0.549019607843137,0.669064748201439,0.6737588652482277,0.9069767441860469,0.46296296296296335,0.608108108108109,0.392857142857143,BP
825,11,6,A,M,0.5054644808743172,0.39784946236559104,2,X,G,0.3542810098792537,0.339622641509434,0.23684210526315863,0.478787878787879,0.680981595092025,0.43859649122807065,0.6407185628742521,0.5083798882681559,0.7423312883435578,0.3921568627450976,0.62589928057554,0.7730496453900717,0.6124031007751937,0.7962962962962963,0.7972972972972975,0.7976190476190473,MP
826,12,6,A,M,0.584699453551913,0.3629032258064515,2,X,J,0.4758507135016463,0.415094339622642,0.44736842105263275,0.624242424242424,0.619631901840491,0.7192982456140353,0.8083832335329341,0.754189944134078,0.5705521472392634,0.3921568627450976,0.640287769784173,0.6453900709219863,0.6589147286821713,0.666666666666667,0.7432432432432433,0.5833333333333329,BP
827,6,7,A,M,0.5792349726775958,0.49999999999999956,2,X,G,0.6476399560922064,0.566037735849057,0.18421052631578916,0.684848484848485,0.7300613496932521,0.8245614035087723,0.8682634730538921,0.631284916201117,0.9386503067484658,0.8627450980392157,0.9280575539568351,0.8581560283687949,0.9069767441860469,0.49999999999999994,0.6621621621621628,0.44047619047619074,BP
829,1,7,A,M,0.3005464480874318,0.45161290322580605,2,X,G,0.6119648737650933,0.339622641509434,0.18421052631578916,0.575757575757576,0.619631901840491,0.5070175438596494,0.652694610778443,0.653631284916201,0.7546012269938651,0.7647058823529415,0.784172661870504,0.8581560283687949,0.891472868217054,0.7592592592592596,0.770270270270271,0.6547619047619051,BP
831,7,7,B,M,0.4918032786885247,0.5913978494623655,2,X,J,0.544456641053787,0.43396226415094297,0.26315789473684337,0.636363636363636,0.644171779141104,0.4736842105263156,0.6047904191616771,0.675977653631285,0.5950920245398769,0.549019607843137,0.7697841726618709,0.5886524822695034,0.8294573643410857,0.5740740740740743,0.5270270270270274,0.6071428571428573,BP
832,11,6,A,M,0.34426229508196715,0.33333333333333326,2,X,G,0.5321075740944015,0.509433962264151,0.47368421052631526,0.7333333333333331,0.693251533742331,0.4210526315789476,0.616766467065868,0.709497206703911,0.8404907975460119,0.6078431372549022,0.683453237410072,0.8581560283687949,0.7209302325581396,0.5555555555555559,0.7432432432432433,0.4880952380952385,BP
834,11,5,B,I,0.6174863387978142,0.30645161290322576,2,X,G,0.4193194291986826,0.622641509433962,0.3421052631578956,0.7939393939393941,0.6687116564417179,0.45614035087719257,0.676646706586826,0.575418994413408,0.5828220858895706,0.4313725490196077,0.5539568345323741,0.6737588652482277,0.7984496124031009,0.388888888888889,0.8243243243243249,0.2976190476190475,BP
835,8,6,B,M,0.11748633879781423,0.0,2,X,J,0.37156970362239305,0.24528301886792503,0.2894736842105261,0.575757575757576,0.582822085889571,0.3859649122807017,0.592814371257485,0.5083798882681559,0.6196319018404904,0.45098039215686275,0.7410071942446039,0.560283687943263,0.7054263565891479,0.49999999999999994,0.3648648648648653,0.5595238095238095,MP
837,7,5,A,M,0.38524590163934436,0.4623655913978495,2,X,G,0.37980241492864986,0.377358490566038,0.4210526315789478,0.527272727272727,0.644171779141104,0.6315789473684215,0.7844311377245511,0.743016759776536,0.6196319018404904,0.9411764705882347,0.913669064748202,0.9574468085106389,0.9379844961240317,0.777777777777778,0.9054054054054054,0.5357142857142863,BP
838,7,8,A,N,0.6483606557377053,0.7169354838709676,2,X,J,0.34659714599341407,0.528301886792453,0.47368421052631526,0.563636363636364,0.754601226993865,0.5087719298245615,0.6287425149700601,0.631284916201117,0.6687116564417174,0.6274509803921572,0.7697841726618709,0.7163120567375888,0.8604651162790704,0.7037037037037035,0.5270270270270274,0.7499999999999996,BP
850,11,7,B,I,0.6057377049180328,0.4301075268817205,2,X,G,0.6459934138309549,0.47169811320754695,0.26315789473684337,0.539393939393939,0.754601226993865,0.5789473684210524,0.736526946107784,0.575418994413408,0.6073619631901842,0.4705882352941178,0.697841726618705,0.6170212765957448,0.7829457364341091,0.6481481481481476,0.7432432432432433,0.7023809523809529,BP
852,6,6,B,I,0.6710382513661206,0.41881720430107494,2,X,G,0.7456092206366629,0.660377358490566,0.6578947368421044,0.648484848484849,0.865030674846626,0.6140350877192985,0.772455089820359,0.731843575418994,0.8159509202453983,0.49019607843137286,0.7697841726618709,0.6312056737588656,0.7364341085271325,0.6481481481481476,0.8243243243243249,0.392857142857143,BP
854,1,6,A,M,0.7603825136612024,0.6129032258064515,2,X,J,0.0,0.716981132075472,0.15789473684210664,0.8060606060606059,0.7914110429447849,0.6491228070175434,0.7844311377245511,0.675977653631285,0.8036809815950922,0.6666666666666662,0.8705035971223021,0.7872340425531924,0.7054263565891479,0.7037037037037035,0.7162162162162169,0.6309523809523807,BP
855,3,6,A,I,0.5874316939890711,0.5241935483870965,2,X,G,0.796926454445664,0.69811320754717,0.7368421052631566,0.7090909090909091,0.6687116564417179,0.7192982456140353,0.820359281437126,0.709497206703911,0.9018404907975461,0.8235294117647056,0.856115107913669,0.8865248226950353,0.9069767441860469,0.6481481481481476,0.932432432432433,0.6071428571428573,BP
856,6,7,A,N,0.7721311475409838,0.6451612903225805,2,X,G,0.21789242590559832,0.716981132075472,0.605263157894737,0.818181818181818,0.8282208588957061,0.6315789473684215,0.832335329341317,0.731843575418994,0.6196319018404904,0.8627450980392157,0.9280575539568351,0.8297872340425534,0.9069767441860469,0.7592592592592596,0.770270270270271,0.7023809523809529,BP
858,11,6,A,K,0.4699453551912569,0.650537634408602,2,X,G,0.2302414928649834,0.43396226415094297,0.15789473684210664,0.563636363636364,0.803680981595092,0.8421052631578941,0.796407185628743,0.82122905027933,0.8159509202453983,0.6666666666666662,0.8417266187050361,0.8723404255319156,0.6279069767441866,0.6851851851851852,0.8513513513513515,0.6547619047619051,BP
860,4,6,A,M,0.43715846994535523,0.5483870967741935,2,X,J,0.29390779363337005,0.415094339622642,0.47368421052631526,0.575757575757576,0.6687116564417179,0.6315789473684215,0.70059880239521,0.664804469273743,0.8159509202453983,0.568627450980392,0.8417266187050361,0.7588652482269509,0.5503875968992253,0.7407407407407404,0.8243243243243249,0.5833333333333329,BP
862,1,8,B,I,0.5221311475409838,0.510752688172043,2,X,G,0.7502744237102086,0.792452830188679,0.2105263157894739,0.8303030303030301,0.582822085889571,0.8070175438596493,0.8682634730538921,0.687150837988827,0.9141104294478523,0.8235294117647056,0.884892086330935,0.8297872340425534,0.9534883720930235,0.9814814814814816,0.8243243243243249,0.8214285714285717,BP
